"","Corp.x","Corp.Name.x","School","School.Name.x","Performance.Points...3.8..2017","Performance.Weight...3.8..2017","Growth.Points...4.8..2017","Growth.Weight...4.8..2017","Performance.Points...10..2017","Performance.Weight...10..2017","Growth.Points...10.12..2017","Growth.Weight...10.12..2017","Mult..Measures.Points...12..2017","Mult..Measures.Weight...12..2017","Overall.Points.2017","Overall.Grade.2017","Performance.Points...3.8..2018","Performance.Weight...3.8..2018","Growth.Points...4.8..2018","Growth.Weight...4.8..2018","Performance.Points...10..2018","Performance.Weight...10..2018","Growth.Points...10.12..2018","Growth.Weight...10.12..2018","Mult..Measures.Points...12..2018","Mult..Measures.Weight...12..2018","Overall.Points.2018","Overall.Grade.2018","TraditionalPublic"
"1",15,"Adams Central Community Schools","0013","Adams Central Middle School",66.2,0.5,104.4,0.5,NA,NA,NA,NA,NA,NA,85.3,"B",72.2,0.5,110.2,0.5,NA,NA,NA,NA,NA,NA,91.2,"A",1
"2",15,"Adams Central Community Schools","0020","Adams Central Elementary School",72.4,0.5,87.9,0.5,NA,NA,NA,NA,NA,NA,80.2,"B",67,0.5,82.2,0.5,NA,NA,NA,NA,NA,NA,74.6,"C",1
"3",15,"Adams Central Community Schools","0021","Adams Central High School",NA,NA,NA,NA,46.4,0.2,115.5,0.2,100.6,0.6,92.7,"A",NA,NA,NA,NA,62.4,0.2,86.4,0.2,100.6,0.6,90.1,"A",1
"4",25,"North Adams Community Schools","0029","Bellmont Senior High School",NA,NA,NA,NA,64.7,0.2,116.5,0.2,95,0.6,93.2,"A",NA,NA,NA,NA,57,0.2,107.9,0.2,101.1,0.6,93.6,"A",1
"5",25,"North Adams Community Schools","0033","Bellmont Middle School",56.1,0.5,106.2,0.5,NA,NA,NA,NA,NA,NA,81.2,"B",54.1,0.5,108.7,0.5,NA,NA,NA,NA,NA,NA,81.4,"B",1
"6",25,"North Adams Community Schools","0037","Northwest Elementary",50,0.5,105.2,0.5,NA,NA,NA,NA,NA,NA,77.6,"C",46.3,0.5,100.3,0.5,NA,NA,NA,NA,NA,NA,73.3,"C",1
"7",25,"North Adams Community Schools","0041","Southeast Elementary School",50,0.5,105.2,0.5,NA,NA,NA,NA,NA,NA,77.6,"C",46.3,0.5,100.3,0.5,NA,NA,NA,NA,NA,NA,73.3,"C",1
"8",35,"South Adams Schools","0017","South Adams Middle School",63.2,0.5,107.7,0.5,NA,NA,NA,NA,NA,NA,85.5,"B",67.4,0.5,107.4,0.5,NA,NA,NA,NA,NA,NA,87.4,"B",1
"9",35,"South Adams Schools","0023","South Adams High School",NA,NA,NA,NA,62.2,0.2,96.9,0.2,100,0.6,91.8,"A",NA,NA,NA,NA,55,0.2,94.2,0.2,101.9,0.6,91,"A",1
"10",35,"South Adams Schools","0025","South Adams Elementary School",74.7,0.5,112.8,0.5,NA,NA,NA,NA,NA,NA,93.8,"A",72.9,0.5,107.7,0.5,NA,NA,NA,NA,NA,NA,90.3,"A",1
"11",125,"M S D Southwest Allen County Schls","0045","Aboite Elementary School",84.1,0.5,98.8,0.5,NA,NA,NA,NA,NA,NA,91.5,"A",80.6,0.5,93.7,0.5,NA,NA,NA,NA,NA,NA,87.2,"B",1
"12",125,"M S D Southwest Allen County Schls","0046","Whispering Meadow Elementary Sch",59.7,0.5,87.3,0.5,NA,NA,NA,NA,NA,NA,73.5,"C",64.3,0.5,82.8,0.5,NA,NA,NA,NA,NA,NA,73.6,"C",1
"13",125,"M S D Southwest Allen County Schls","0047","Homestead Senior High School",NA,NA,NA,NA,68.2,0.2,116.9,0.2,100.4,0.6,97.3,"A",NA,NA,NA,NA,68.1,0.2,116.3,0.2,100.4,0.6,97.1,"A",1
"14",125,"M S D Southwest Allen County Schls","0063","Summit Middle School",72,0.5,107.9,0.5,NA,NA,NA,NA,NA,NA,90,"A",75.2,0.5,111.1,0.5,NA,NA,NA,NA,NA,NA,93.2,"A",1
"15",125,"M S D Southwest Allen County Schls","0064","Lafayette Meadow School",73.5,0.5,107.2,0.5,NA,NA,NA,NA,NA,NA,90.4,"A",77.2,0.5,100.4,0.5,NA,NA,NA,NA,NA,NA,88.8,"B",1
"16",125,"M S D Southwest Allen County Schls","0067","Woodside Middle School",78.5,0.5,111.8,0.5,NA,NA,NA,NA,NA,NA,95.2,"A",77.2,0.5,111.2,0.5,NA,NA,NA,NA,NA,NA,94.2,"A",1
"17",125,"M S D Southwest Allen County Schls","0068","Haverhill Elementary School",74.6,0.5,85.5,0.5,NA,NA,NA,NA,NA,NA,80.1,"B",69.2,0.5,59.3,0.5,NA,NA,NA,NA,NA,NA,64.3,"D",1
"18",125,"M S D Southwest Allen County Schls","0071","Deer Ridge Elementary",78.6,0.5,106.7,0.5,NA,NA,NA,NA,NA,NA,92.7,"A",77.5,0.5,101.2,0.5,NA,NA,NA,NA,NA,NA,89.4,"B",1
"19",125,"M S D Southwest Allen County Schls","0072","Covington Elementary School",68,0.5,98.9,0.5,NA,NA,NA,NA,NA,NA,83.5,"B",63.5,0.5,102.6,0.5,NA,NA,NA,NA,NA,NA,83.1,"B",1
"20",225,"Northwest Allen County Schools","0069","Arcola School",72.8,0.5,89.9,0.5,NA,NA,NA,NA,NA,NA,81.4,"B",76,0.5,85,0.5,NA,NA,NA,NA,NA,NA,80.5,"B",1
"21",225,"Northwest Allen County Schools","0087","Hickory Center Elementary School",78.5,0.5,92.4,0.5,NA,NA,NA,NA,NA,NA,85.5,"B",76,0.5,81.1,0.5,NA,NA,NA,NA,NA,NA,78.6,"C",1
"22",225,"Northwest Allen County Schools","0089","Huntertown Elementary School",67.1,0.5,103.7,0.5,NA,NA,NA,NA,NA,NA,85.4,"B",61.9,0.5,81.8,0.5,NA,NA,NA,NA,NA,NA,71.9,"C",1
"23",225,"Northwest Allen County Schools","0090","Carroll Middle School",71.1,0.5,104.7,0.5,NA,NA,NA,NA,NA,NA,87.9,"B",71.3,0.5,107.2,0.5,NA,NA,NA,NA,NA,NA,89.3,"B",1
"24",225,"Northwest Allen County Schools","0091","Carroll High School",NA,NA,NA,NA,63.4,0.2,121,0.2,100.3,0.6,97.1,"A",NA,NA,NA,NA,70,0.2,124.2,0.2,100.2,0.6,99,"A",1
"25",225,"Northwest Allen County Schools","0092","Perry Hill Elementary School",73.1,0.5,96.1,0.5,NA,NA,NA,NA,NA,NA,84.6,"B",74.9,0.5,110.4,0.5,NA,NA,NA,NA,NA,NA,92.7,"A",1
"26",225,"Northwest Allen County Schools","0094","Oak View Elementary School",86.3,0.5,105.3,0.5,NA,NA,NA,NA,NA,NA,95.8,"A",84.4,0.5,94.8,0.5,NA,NA,NA,NA,NA,NA,89.6,"B",1
"27",225,"Northwest Allen County Schools","0095","Cedar Canyon Elementary School",80.9,0.5,97.2,0.5,NA,NA,NA,NA,NA,NA,89.1,"B",79.5,0.5,98.2,0.5,NA,NA,NA,NA,NA,NA,88.9,"B",1
"28",225,"Northwest Allen County Schools","0096","Eel River Elementary School",82.5,0.5,113.5,0.5,NA,NA,NA,NA,NA,NA,98,"A",73.7,0.5,88.7,0.5,NA,NA,NA,NA,NA,NA,81.2,"B",1
"29",235,"Fort Wayne Community Schools","0101","North Side High School",NA,NA,NA,NA,39.2,0.2,106,0.2,91.4,0.6,83.9,"B",NA,NA,NA,NA,41.8,0.2,114.7,0.2,92.2,0.6,86.6,"B",1
"30",235,"Fort Wayne Community Schools","0102","R Nelson Snider High School",NA,NA,NA,NA,44.6,0.2,91.4,0.2,100.6,0.6,87.6,"B",NA,NA,NA,NA,40.8,0.2,83,0.2,100.4,0.6,85,"B",1
"31",235,"Fort Wayne Community Schools","0105","South Side High School",NA,NA,NA,NA,23.5,0.2,85,0.2,92.6,0.6,77.3,"C",NA,NA,NA,NA,25,0.2,91.4,0.2,92.9,0.6,79,"C",1
"32",235,"Fort Wayne Community Schools","0107","Blackhawk Middle School",63.1,0.5,98.9,0.5,NA,NA,NA,NA,NA,NA,81,"B",61.5,0.5,97,0.5,NA,NA,NA,NA,NA,NA,79.3,"C",1
"33",235,"Fort Wayne Community Schools","0118","Jeff H Towles Intermediate School",54.2,0.5,82.5,0.5,NA,NA,NA,NA,NA,NA,68.4,"D",57.1,0.5,95.6,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"34",235,"Fort Wayne Community Schools","0119","Jefferson Middle School",57.9,0.5,102.2,0.5,NA,NA,NA,NA,NA,NA,80.1,"B",54.6,0.5,98.2,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"35",235,"Fort Wayne Community Schools","0121","Kekionga Middle School",30.7,0.5,75.6,0.5,NA,NA,NA,NA,NA,NA,53.2,"F",32.6,0.5,88.5,0.5,NA,NA,NA,NA,NA,NA,60.6,"D",1
"36",235,"Fort Wayne Community Schools","0125","Lakeside Middle School",42.8,0.5,96.5,0.5,NA,NA,NA,NA,NA,NA,69.7,"D",43.3,0.5,110.8,0.5,NA,NA,NA,NA,NA,NA,77.1,"C",1
"37",235,"Fort Wayne Community Schools","0126","Lane Middle School",45.9,0.5,89.8,0.5,NA,NA,NA,NA,NA,NA,67.9,"D",44,0.5,95.8,0.5,NA,NA,NA,NA,NA,NA,69.9,"D",1
"38",235,"Fort Wayne Community Schools","0127","Memorial Park Middle School",57.6,0.5,93.8,0.5,NA,NA,NA,NA,NA,NA,75.7,"C",57.9,0.5,106.2,0.5,NA,NA,NA,NA,NA,NA,82.1,"B",1
"39",235,"Fort Wayne Community Schools","0128","Miami Middle School",41.9,0.5,99.6,0.5,NA,NA,NA,NA,NA,NA,70.8,"C",40,0.5,89.3,0.5,NA,NA,NA,NA,NA,NA,64.7,"D",1
"40",235,"Fort Wayne Community Schools","0129","Northwood Middle School",49.5,0.5,90.4,0.5,NA,NA,NA,NA,NA,NA,70,"C",43.7,0.5,87.2,0.5,NA,NA,NA,NA,NA,NA,65.5,"D",1
"41",235,"Fort Wayne Community Schools","0133","Portage Middle School",39.4,0.5,86.1,0.5,NA,NA,NA,NA,NA,NA,62.8,"D",36,0.5,93.5,0.5,NA,NA,NA,NA,NA,NA,64.8,"D",1
"42",235,"Fort Wayne Community Schools","0134","Weisser Park Elementary School",70.2,0.5,111.8,0.5,NA,NA,NA,NA,NA,NA,91,"A",67.7,0.5,111.6,0.5,NA,NA,NA,NA,NA,NA,89.7,"B",1
"43",235,"Fort Wayne Community Schools","0136","Fairfield Elementary School",43,0.5,114.9,0.5,NA,NA,NA,NA,NA,NA,79,"C",43.3,0.5,120.1,0.5,NA,NA,NA,NA,NA,NA,81.7,"B",1
"44",235,"Fort Wayne Community Schools","0137","Merle J Abbett Elementary School",22.3,0.5,83.9,0.5,NA,NA,NA,NA,NA,NA,53.1,"F",16.5,0.5,71.5,0.5,NA,NA,NA,NA,NA,NA,44,"F",1
"45",235,"Fort Wayne Community Schools","0141","Adams Elementary School",46.6,0.5,90.3,0.5,NA,NA,NA,NA,NA,NA,68.5,"D",47.5,0.5,126.4,0.5,NA,NA,NA,NA,NA,NA,87,"B",1
"46",235,"Fort Wayne Community Schools","0149","Bloomingdale Elementary School",37.7,0.5,74.9,0.5,NA,NA,NA,NA,NA,NA,56.3,"F",32.4,0.5,78.3,0.5,NA,NA,NA,NA,NA,NA,55.4,"F",1
"47",235,"Fort Wayne Community Schools","0151","Bunche Elementary School",54.2,0.5,82.5,0.5,NA,NA,NA,NA,NA,NA,68.4,"D",57.1,0.5,95.6,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"48",235,"Fort Wayne Community Schools","0153","Brentwood Elementary School",57.8,0.5,115.5,0.5,NA,NA,NA,NA,NA,NA,86.7,"B",53.5,0.5,113.6,0.5,NA,NA,NA,NA,NA,NA,83.6,"B",1
"49",235,"Fort Wayne Community Schools","0154","Fred H Croninger Elementary School",85,0.5,110.6,0.5,NA,NA,NA,NA,NA,NA,97.8,"A",83.3,0.5,118.4,0.5,NA,NA,NA,NA,NA,NA,100.9,"A",1
"50",235,"Fort Wayne Community Schools","0157","Forest Park Elementary School",43.4,0.5,74.8,0.5,NA,NA,NA,NA,NA,NA,59.1,"F",43.6,0.5,101,0.5,NA,NA,NA,NA,NA,NA,72.3,"C",1
"51",235,"Fort Wayne Community Schools","0161","Franke Park Elementary School",48.1,0.5,97.1,0.5,NA,NA,NA,NA,NA,NA,72.6,"C",51.2,0.5,92.6,0.5,NA,NA,NA,NA,NA,NA,71.9,"C",1
"52",235,"Fort Wayne Community Schools","0162","Glenwood Park Elementary School",62.2,0.5,95.3,0.5,NA,NA,NA,NA,NA,NA,78.8,"C",57.6,0.5,110.6,0.5,NA,NA,NA,NA,NA,NA,84.1,"B",1
"53",235,"Fort Wayne Community Schools","0164","J Wilbur Haley Elementary School",39.2,0.5,79.6,0.5,NA,NA,NA,NA,NA,NA,59.4,"F",41.5,0.5,102.7,0.5,NA,NA,NA,NA,NA,NA,72.1,"C",1
"54",235,"Fort Wayne Community Schools","0177","Wayne High School",NA,NA,NA,NA,31.2,0.2,100.5,0.2,100.2,0.6,86.5,"B",NA,NA,NA,NA,30.2,0.2,114.1,0.2,95,0.6,85.9,"B",1
"55",235,"Fort Wayne Community Schools","0178","Harrison Hill Elementary School",46.9,0.5,91.5,0.5,NA,NA,NA,NA,NA,NA,69.2,"D",49.8,0.5,106.1,0.5,NA,NA,NA,NA,NA,NA,78,"C",1
"56",235,"Fort Wayne Community Schools","0186","Mabel K Holland Elementary School",74.1,0.5,129.7,0.5,NA,NA,NA,NA,NA,NA,101.9,"A",75.4,0.5,130.8,0.5,NA,NA,NA,NA,NA,NA,103.1,"A",1
"57",235,"Fort Wayne Community Schools","0189","Indian Village Elementary School",39.3,0.5,77.6,0.5,NA,NA,NA,NA,NA,NA,58.5,"F",50.1,0.5,99.3,0.5,NA,NA,NA,NA,NA,NA,74.7,"C",1
"58",235,"Fort Wayne Community Schools","0193","John S Irwin Elementary School",58.9,0.5,90.2,0.5,NA,NA,NA,NA,NA,NA,74.6,"C",57.7,0.5,96.6,0.5,NA,NA,NA,NA,NA,NA,77.2,"C",1
"59",235,"Fort Wayne Community Schools","0197","Lindley Elementary School",59.1,0.5,101.2,0.5,NA,NA,NA,NA,NA,NA,80.2,"B",60.9,0.5,88.2,0.5,NA,NA,NA,NA,NA,NA,74.6,"C",1
"60",235,"Fort Wayne Community Schools","0205","Maplewood Elementary School",45.4,0.5,81.7,0.5,NA,NA,NA,NA,NA,NA,63.6,"D",47.9,0.5,101.5,0.5,NA,NA,NA,NA,NA,NA,74.7,"C",1
"61",235,"Fort Wayne Community Schools","0209","Willard Shambaugh Elementary Sch",66.1,0.5,116.4,0.5,NA,NA,NA,NA,NA,NA,91.3,"A",62.5,0.5,95.1,0.5,NA,NA,NA,NA,NA,NA,78.8,"C",1
"62",235,"Fort Wayne Community Schools","0217","Northcrest Elementary School",36.1,0.5,89.4,0.5,NA,NA,NA,NA,NA,NA,62.8,"D",35.8,0.5,113.2,0.5,NA,NA,NA,NA,NA,NA,74.5,"C",1
"63",235,"Fort Wayne Community Schools","0219","Northrop High School",NA,NA,NA,NA,44.1,0.2,90.3,0.2,100.8,0.6,87.4,"B",NA,NA,NA,NA,40.8,0.2,96.6,0.2,100.3,0.6,87.7,"B",1
"64",235,"Fort Wayne Community Schools","0221","Francis M Price Elementary School",51.4,0.5,94.9,0.5,NA,NA,NA,NA,NA,NA,73.2,"C",57.3,0.5,114.8,0.5,NA,NA,NA,NA,NA,NA,86.1,"B",1
"65",235,"Fort Wayne Community Schools","0233","Saint Joseph Central School",63.6,0.5,106.4,0.5,NA,NA,NA,NA,NA,NA,85,"B",61.9,0.5,110.4,0.5,NA,NA,NA,NA,NA,NA,86.2,"B",1
"66",235,"Fort Wayne Community Schools","0239","Robert C Harris Elementary School",62.8,0.5,104,0.5,NA,NA,NA,NA,NA,NA,83.4,"B",60,0.5,100.2,0.5,NA,NA,NA,NA,NA,NA,80.1,"B",1
"67",235,"Fort Wayne Community Schools","0240","Shawnee Middle School",50.8,0.5,95.7,0.5,NA,NA,NA,NA,NA,NA,73.3,"C",45,0.5,79.6,0.5,NA,NA,NA,NA,NA,NA,62.3,"D",1
"68",235,"Fort Wayne Community Schools","0241","Whitney M Young Early Childhood",70.2,0.5,111.8,0.5,NA,NA,NA,NA,NA,NA,91,"A",67.7,0.5,111.6,0.5,NA,NA,NA,NA,NA,NA,89.7,"B",1
"69",235,"Fort Wayne Community Schools","0249","Levan R Scott Academy",32.3,0.5,107.6,0.5,NA,NA,NA,NA,NA,NA,70,"C",28.7,0.5,86.4,0.5,NA,NA,NA,NA,NA,NA,57.6,"F",1
"70",235,"Fort Wayne Community Schools","0253","South Wayne Elementary School",37.5,0.5,111.2,0.5,NA,NA,NA,NA,NA,NA,74.4,"C",41.6,0.5,104,0.5,NA,NA,NA,NA,NA,NA,72.8,"C",1
"71",235,"Fort Wayne Community Schools","0257","Study Elementary School",54.5,0.5,116,0.5,NA,NA,NA,NA,NA,NA,85.3,"B",37.1,0.5,101.9,0.5,NA,NA,NA,NA,NA,NA,69.5,"D",1
"72",235,"Fort Wayne Community Schools","0265","Washington Elementary School",46.9,0.5,95.4,0.5,NA,NA,NA,NA,NA,NA,71.2,"C",53.9,0.5,109,0.5,NA,NA,NA,NA,NA,NA,81.5,"B",1
"73",235,"Fort Wayne Community Schools","0269","Washington Center Elementary Sch",68.6,0.5,107.8,0.5,NA,NA,NA,NA,NA,NA,88.2,"B",65.6,0.5,108.9,0.5,NA,NA,NA,NA,NA,NA,87.3,"B",1
"74",235,"Fort Wayne Community Schools","0270","Lincoln Elementary School",61,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,79.5,"C",66,0.5,113.4,0.5,NA,NA,NA,NA,NA,NA,89.7,"B",1
"75",235,"Fort Wayne Community Schools","0273","Waynedale Elementary School",51.1,0.5,113.5,0.5,NA,NA,NA,NA,NA,NA,82.3,"B",44.8,0.5,94.5,0.5,NA,NA,NA,NA,NA,NA,69.7,"D",1
"76",235,"Fort Wayne Community Schools","0275","Arlington Elementary School",55.1,0.5,91.9,0.5,NA,NA,NA,NA,NA,NA,73.5,"C",50.7,0.5,117.9,0.5,NA,NA,NA,NA,NA,NA,84.3,"B",1
"77",255,"East Allen County Schools","0049","Leo Junior/Senior High School",77.1,0.165,86.7,0.165,63.5,0.134,110.1,0.134,100.9,0.42,90.9,"A",77.8,0.162,84.8,0.162,63.8,0.135,116.9,0.135,100.4,0.406,91.5,"A",1
"78",255,"East Allen County Schools","0053","Leo Elementary School",86.2,0.5,103.1,0.5,NA,NA,NA,NA,NA,NA,94.7,"A",84.5,0.5,99.9,0.5,NA,NA,NA,NA,NA,NA,92.2,"A",1
"79",255,"East Allen County Schools","0081","Heritage Jr/Sr High School",58.6,0.16,100.2,0.16,40.8,0.158,91.3,0.158,101.3,0.473,85.6,"B",56.6,0.116,98.3,0.116,42.6,0.154,101.9,0.154,100.6,0.461,86.6,"B",1
"80",255,"East Allen County Schools","0083","New Haven Primary School",59.1,0.5,110.7,0.5,NA,NA,NA,NA,NA,NA,84.9,"B",61.2,0.5,106.2,0.5,NA,NA,NA,NA,NA,NA,83.7,"B",1
"81",255,"East Allen County Schools","0281","Heritage Elementary School",59.8,0.5,101.5,0.5,NA,NA,NA,NA,NA,NA,80.7,"B",65.6,0.5,113.1,0.5,NA,NA,NA,NA,NA,NA,89.4,"B",1
"82",255,"East Allen County Schools","0285","Woodlan Jr/Sr High School",63.5,0.129,85.6,0.129,44.7,0.149,103,0.149,94.8,0.446,83.5,"B",58.6,0.137,77.8,0.137,41.4,0.145,94.8,0.145,102.6,0.435,83.1,"B",1
"83",255,"East Allen County Schools","0291","Cedarville Elementary School",87.5,0.5,103.1,0.5,NA,NA,NA,NA,NA,NA,95.3,"A",87.8,0.5,99.9,0.5,NA,NA,NA,NA,NA,NA,93.9,"A",1
"84",255,"East Allen County Schools","0294","Paul Harding Jr High School",28.6,0.5,83.2,0.5,NA,NA,NA,NA,NA,NA,55.9,"F",38,0.5,104.9,0.5,NA,NA,NA,NA,NA,NA,71.5,"C",1
"85",255,"East Allen County Schools","0297","New Haven High School",NA,NA,NA,NA,26,0.2,71.5,0.2,94.4,0.6,76.1,"C",NA,NA,NA,NA,31.9,0.2,101.8,0.2,94.5,0.6,83.4,"B",1
"86",255,"East Allen County Schools","0305","New Haven Intermediate School",59.1,0.5,110.7,0.5,NA,NA,NA,NA,NA,NA,84.9,"B",61.2,0.5,106.2,0.5,NA,NA,NA,NA,NA,NA,83.7,"B",1
"87",255,"East Allen County Schools","0310","Southwick Elementary School",40.2,0.5,91.1,0.5,NA,NA,NA,NA,NA,NA,65.7,"D",37.2,0.5,96,0.5,NA,NA,NA,NA,NA,NA,66.6,"D",1
"88",255,"East Allen County Schools","0323","Woodlan Elementary School",75,0.5,102.5,0.5,NA,NA,NA,NA,NA,NA,88.8,"B",77.3,0.5,108.3,0.5,NA,NA,NA,NA,NA,NA,92.8,"A",1
"89",255,"East Allen County Schools","0394","East Allen University",NA,NA,NA,NA,66.5,0.2,90.9,0.2,100,0.6,91.5,"A",NA,NA,NA,NA,60.4,0.2,85.1,0.2,100,0.6,89.1,"B",1
"90",365,"Bartholomew Con School Corp","0328","Clifty Creek Elementary School",42.3,0.5,84,0.5,NA,NA,NA,NA,NA,NA,63.2,"D",49.4,0.5,110.4,0.5,NA,NA,NA,NA,NA,NA,79.9,"C",1
"91",365,"Bartholomew Con School Corp","0346","CSA Lincoln Campus",79.3,0.5,101.6,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",79.3,0.5,103.5,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",1
"92",365,"Bartholomew Con School Corp","0353","Mount Healthy Elementary School",68.8,0.5,103.9,0.5,NA,NA,NA,NA,NA,NA,86.4,"B",68.7,0.5,107,0.5,NA,NA,NA,NA,NA,NA,87.9,"B",1
"93",365,"Bartholomew Con School Corp","0357","Parkside Elementary School",66.9,0.5,95,0.5,NA,NA,NA,NA,NA,NA,81,"B",65.5,0.5,102.1,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",1
"94",365,"Bartholomew Con School Corp","0363","W D Richards Elementary School",67.3,0.5,110.4,0.5,NA,NA,NA,NA,NA,NA,88.9,"B",67.1,0.5,126.8,0.5,NA,NA,NA,NA,NA,NA,97,"A",1
"95",365,"Bartholomew Con School Corp","0366","Rockcreek Elementary School",75.5,0.5,120.9,0.5,NA,NA,NA,NA,NA,NA,98.2,"A",77.9,0.5,123.7,0.5,NA,NA,NA,NA,NA,NA,100.8,"A",1
"96",365,"Bartholomew Con School Corp","0369","Lillian Schmitt Elementary School",54.1,0.5,83.6,0.5,NA,NA,NA,NA,NA,NA,68.9,"D",56,0.5,96.7,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"97",365,"Bartholomew Con School Corp","0371","L F Smith Elementary",68.1,0.5,98.6,0.5,NA,NA,NA,NA,NA,NA,83.4,"B",60.4,0.5,105.5,0.5,NA,NA,NA,NA,NA,NA,83,"B",1
"98",365,"Bartholomew Con School Corp","0375","CSA Fodrea Campus",67.2,0.5,94.1,0.5,NA,NA,NA,NA,NA,NA,80.7,"B",63.1,0.5,101.3,0.5,NA,NA,NA,NA,NA,NA,82.2,"B",1
"99",365,"Bartholomew Con School Corp","0377","Taylorsville Elementary School",48.3,0.5,96.8,0.5,NA,NA,NA,NA,NA,NA,72.6,"C",50.4,0.5,106.5,0.5,NA,NA,NA,NA,NA,NA,78.5,"C",1
"100",365,"Bartholomew Con School Corp","0390","Central Middle School",61.7,0.5,93.5,0.5,NA,NA,NA,NA,NA,NA,77.6,"C",60,0.5,92.8,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"101",365,"Bartholomew Con School Corp","0392","Southside Elementary School",75.9,0.5,103.2,0.5,NA,NA,NA,NA,NA,NA,89.6,"B",70.5,0.5,102.6,0.5,NA,NA,NA,NA,NA,NA,86.6,"B",1
"102",365,"Bartholomew Con School Corp","0395","Northside Middle School",62.4,0.5,95.7,0.5,NA,NA,NA,NA,NA,NA,79.1,"C",66.1,0.5,111.2,0.5,NA,NA,NA,NA,NA,NA,88.7,"B",1
"103",365,"Bartholomew Con School Corp","0397","Columbus North High School",NA,NA,NA,NA,54,0.2,101.8,0.2,100.2,0.6,91.3,"A",NA,NA,NA,NA,57.7,0.2,97.6,0.2,94.8,0.6,87.9,"B",1
"104",365,"Bartholomew Con School Corp","0399","Columbus East High School",NA,NA,NA,NA,52.8,0.2,86,0.2,95.3,0.6,84.9,"B",NA,NA,NA,NA,45.1,0.2,82,0.2,94.4,0.6,82.1,"B",1
"105",370,"Flat Rock-Hawcreek School Corp","0409","Hope Elementary School",71.4,0.5,100.7,0.5,NA,NA,NA,NA,NA,NA,86.1,"B",71.7,0.5,100.9,0.5,NA,NA,NA,NA,NA,NA,86.3,"B",1
"106",370,"Flat Rock-Hawcreek School Corp","0410","Hauser Jr-Sr High School",55,0.182,121.1,0.182,43.7,0.127,78.9,0.127,100.9,0.382,86.2,"B",60,0.176,99.1,0.176,53.4,0.13,101.6,0.13,100,0.389,87.1,"B",1
"107",395,"Benton Community School Corp","0421","Otterbein Elementary School",75.1,0.5,95.4,0.5,NA,NA,NA,NA,NA,NA,85.3,"B",73.8,0.5,88.2,0.5,NA,NA,NA,NA,NA,NA,81,"B",1
"108",395,"Benton Community School Corp","0433","Boswell Elementary School",63.7,0.5,87.1,0.5,NA,NA,NA,NA,NA,NA,75.4,"C",49.4,0.5,97.4,0.5,NA,NA,NA,NA,NA,NA,73.4,"C",1
"109",395,"Benton Community School Corp","0445","Benton Central Jr-Sr High School",56.9,0.179,102.2,0.179,53.1,0.129,123.1,0.129,100.4,0.386,90,"A",56.6,0.187,87.3,0.187,57.7,0.125,117.5,0.125,100.5,0.376,86.6,"B",1
"110",395,"Benton Community School Corp","0446","Prairie Crossing Elementary School",66.7,0.5,110.6,0.5,NA,NA,NA,NA,NA,NA,88.7,"B",58.7,0.5,92,0.5,NA,NA,NA,NA,NA,NA,75.4,"C",1
"111",515,"Blackford County Schools","0485","Montpelier School",68.3,0.5,108.3,0.5,NA,NA,NA,NA,NA,NA,88.3,"B",69.3,0.5,101.3,0.5,NA,NA,NA,NA,NA,NA,85.3,"B",1
"112",515,"Blackford County Schools","0489","Blackford High School",NA,NA,NA,NA,41.8,0.2,74.1,0.2,100.4,0.6,83.4,"B",NA,NA,NA,NA,33.5,0.2,71.1,0.2,101.5,0.6,81.8,"B",1
"113",515,"Blackford County Schools","0491","Blackford Junior High School",52.5,0.5,81.2,0.5,NA,NA,NA,NA,NA,NA,66.9,"D",57.6,0.5,84.8,0.5,NA,NA,NA,NA,NA,NA,71.2,"C",1
"114",515,"Blackford County Schools","0494","North Side Elementary School",69.6,0.5,99.9,0.5,NA,NA,NA,NA,NA,NA,84.8,"B",73.9,0.5,120.8,0.5,NA,NA,NA,NA,NA,NA,97.4,"A",1
"115",515,"Blackford County Schools","0501","Southside Elementary School",59.8,0.5,99.9,0.5,NA,NA,NA,NA,NA,NA,79.9,"C",61.2,0.5,120.8,0.5,NA,NA,NA,NA,NA,NA,91,"A",1
"116",615,"Western Boone Co Com Sch Dist","0521","Granville Wells Elementary School",68.4,0.5,110.5,0.5,NA,NA,NA,NA,NA,NA,89.5,"B",71.4,0.5,102.3,0.5,NA,NA,NA,NA,NA,NA,86.9,"B",1
"117",615,"Western Boone Co Com Sch Dist","0537","Thorntown Elementary School",69.5,0.5,82.2,0.5,NA,NA,NA,NA,NA,NA,75.9,"C",72.2,0.5,106.5,0.5,NA,NA,NA,NA,NA,NA,89.4,"B",1
