"","Corp.x","Corp.Name.x","School","School.Name.x","Performance.Points...3.8..2017","Performance.Weight...3.8..2017","Growth.Points...4.8..2017","Growth.Weight...4.8..2017","Performance.Points...10..2017","Performance.Weight...10..2017","Growth.Points...10.12..2017","Growth.Weight...10.12..2017","Mult..Measures.Points...12..2017","Mult..Measures.Weight...12..2017","Overall.Points.2017","Overall.Grade.2017","Performance.Points...3.8..2018","Performance.Weight...3.8..2018","Growth.Points...4.8..2018","Growth.Weight...4.8..2018","Performance.Points...10..2018","Performance.Weight...10..2018","Growth.Points...10.12..2018","Growth.Weight...10.12..2018","Mult..Measures.Points...12..2018","Mult..Measures.Weight...12..2018","Overall.Points.2018","Overall.Grade.2018","TraditionalPublic"
"1668",9200,"Archdiocese of Indianapolis","C623","Providence Cristo Rey High School",NA,NA,NA,NA,30.9,0.2,100.5,0.2,100,0.6,86.3,"B",NA,NA,NA,NA,27.3,0.2,83.5,0.2,100,0.6,82.2,"B",0
"1669",9200,"Archdiocese of Indianapolis","C625","Central Catholic School",40.4,0.5,78.9,0.5,NA,NA,NA,NA,NA,NA,59.7,"F",49.2,0.5,114.6,0.5,NA,NA,NA,NA,NA,NA,81.9,"B",0
"1670",9200,"Archdiocese of Indianapolis","C645","Saint Joan Of Arc School",78.1,0.5,108.3,0.5,NA,NA,NA,NA,NA,NA,93.2,"A",68,0.5,88.7,0.5,NA,NA,NA,NA,NA,NA,78.4,"C",0
"1671",9200,"Archdiocese of Indianapolis","C650","St Michael The Archangel School",41.8,0.5,99.1,0.5,NA,NA,NA,NA,NA,NA,70.5,"C",44.2,0.5,96.1,0.5,NA,NA,NA,NA,NA,NA,70.2,"C",0
"1672",9200,"Archdiocese of Indianapolis","C655","Saint Philip Neri School",44.6,0.5,113.3,0.5,NA,NA,NA,NA,NA,NA,79,"C",36.5,0.5,103.3,0.5,NA,NA,NA,NA,NA,NA,69.9,"D",0
"1673",9200,"Archdiocese of Indianapolis","C665","Saint Simon The Apostle School",91.1,0.5,112.5,0.5,NA,NA,NA,NA,NA,NA,101.8,"A",89.2,0.5,114.3,0.5,NA,NA,NA,NA,NA,NA,101.8,"A",0
"1674",9200,"Archdiocese of Indianapolis","C670","St Therese Little Flower School",59.2,0.5,101.4,0.5,NA,NA,NA,NA,NA,NA,80.3,"B",57.2,0.5,111,0.5,NA,NA,NA,NA,NA,NA,84.1,"B",0
"1675",9200,"Archdiocese of Indianapolis","C675","Saint Thomas Aquinas School",82,0.5,101.8,0.5,NA,NA,NA,NA,NA,NA,91.9,"A",87.5,0.5,117.4,0.5,NA,NA,NA,NA,NA,NA,102.5,"A",0
"1676",9200,"Archdiocese of Indianapolis","C700","Cathedral High School",NA,NA,NA,NA,69.7,0.2,108.3,0.2,100,0.6,95.6,"A",NA,NA,NA,NA,72.6,0.2,117.1,0.2,100.6,0.6,98.3,"A",0
"1677",9200,"Archdiocese of Indianapolis","C705","Bishop Chatard High School",NA,NA,NA,NA,60.2,0.2,100.3,0.2,100,0.6,92.1,"A",NA,NA,NA,NA,71.9,0.2,102.4,0.2,100.3,0.6,95,"A",0
"1678",9200,"Archdiocese of Indianapolis","C710","Scecina Memorial High School",NA,NA,NA,NA,54.9,0.2,111,0.2,100,0.6,93.2,"A",NA,NA,NA,NA,40.3,0.2,108.2,0.2,100.5,0.6,90,"A",0
"1679",9200,"Archdiocese of Indianapolis","C715","Cardinal Ritter High School",66.8,0.75,98.1,0.75,55.1,0.17,96.6,0.17,100.4,0.51,89.4,"B",69.9,0.067,133.7,0.067,60.5,0.173,140.7,0.173,100.4,0.519,100.6,"A",0
"1680",9200,"Archdiocese of Indianapolis","C795","Saint Christopher School",70.7,0.5,110.6,0.5,NA,NA,NA,NA,NA,NA,90.7,"A",70.8,0.5,115.8,0.5,NA,NA,NA,NA,NA,NA,93.3,"A",0
"1681",9200,"Archdiocese of Indianapolis","C900","Saint Charles Boromeo School",85.9,0.5,124.6,0.5,NA,NA,NA,NA,NA,NA,105.3,"A",89.9,0.5,126.9,0.5,NA,NA,NA,NA,NA,NA,108.4,"A",0
"1682",9200,"Archdiocese of Indianapolis","D135","Oldenburg Academy",NA,NA,NA,NA,85.7,0.2,131.4,0.2,100,0.6,103.4,"A",NA,NA,NA,NA,53.7,0.2,65.5,0.2,100,0.6,83.8,"B",0
"1683",9200,"Archdiocese of Indianapolis","D140","Saint Mary Elementary School",57.8,0.5,89.4,0.5,NA,NA,NA,NA,NA,NA,73.6,"C",65.7,0.5,88.7,0.5,NA,NA,NA,NA,NA,NA,77.2,"C",0
"1684",9200,"Archdiocese of Indianapolis","D335","Saint Joseph School",57.9,0.5,107.3,0.5,NA,NA,NA,NA,NA,NA,82.6,"B",61.3,0.5,113.1,0.5,NA,NA,NA,NA,NA,NA,87.2,"B",0
"1685",9200,"Archdiocese of Indianapolis","D720","Saint Patrick School",75.4,0.5,102.4,0.5,NA,NA,NA,NA,NA,NA,88.9,"B",79.5,0.5,114.1,0.5,NA,NA,NA,NA,NA,NA,96.8,"A",0
"1686",9200,"Archdiocese of Indianapolis","D840","Seton Catholic Elementary",84.9,0.5,115.4,0.5,NA,NA,NA,NA,NA,NA,100.2,"A",78.5,0.5,108.2,0.5,NA,NA,NA,NA,NA,NA,93.4,"A",0
"1687",9200,"Archdiocese of Indianapolis","D842","Seton Catholic High School",77.5,0.21,86.8,0.21,62.3,0.239,NA,NA,100,0.358,83.7,"B",66.1,0.2,58.3,0.2,65.8,0.24,NA,NA,100,0.36,76.7,"C",0
"1688",9205,"Diocese of Gary","B755","Aquinas School at St Andrew's",71.9,0.5,111.9,0.5,NA,NA,NA,NA,NA,NA,91.9,"A",70.1,0.5,99.6,0.5,NA,NA,NA,NA,NA,NA,84.9,"B",0
"1689",9205,"Diocese of Gary","B760","Andrean High School",NA,NA,NA,NA,61.5,0.2,116.2,0.2,100,0.6,95.5,"A",NA,NA,NA,NA,58,0.2,104.3,0.2,97.2,0.6,90.8,"A",0
"1690",9205,"Diocese of Gary","B775","Saint Michael School",75.1,0.5,108.3,0.5,NA,NA,NA,NA,NA,NA,91.7,"A",82.8,0.5,120.2,0.5,NA,NA,NA,NA,NA,NA,101.5,"A",0
"1691",9205,"Diocese of Gary","B780","Saint John Evangelist School",81.3,0.5,93.2,0.5,NA,NA,NA,NA,NA,NA,87.3,"B",88.8,0.5,120.7,0.5,NA,NA,NA,NA,NA,NA,104.8,"A",0
"1692",9205,"Diocese of Gary","B835","Saint Mary Catholic Comm School",78.1,0.5,104.6,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",84.8,0.5,106.3,0.5,NA,NA,NA,NA,NA,NA,95.6,"A",0
"1693",9205,"Diocese of Gary","B865","St Stanislaus School",69.4,0.5,109.2,0.5,NA,NA,NA,NA,NA,NA,89.3,"B",58.4,0.5,104,0.5,NA,NA,NA,NA,NA,NA,81.2,"B",0
"1694",9205,"Diocese of Gary","B930","Saint Mary School",69.3,0.5,115.9,0.5,NA,NA,NA,NA,NA,NA,92.6,"A",62.9,0.5,104.1,0.5,NA,NA,NA,NA,NA,NA,83.5,"B",0
"1695",9205,"Diocese of Gary","B950","Saint Casimir School",57.6,0.5,82.8,0.5,NA,NA,NA,NA,NA,NA,70.2,"C",57.8,0.5,96.9,0.5,NA,NA,NA,NA,NA,NA,77.4,"C",0
"1696",9205,"Diocese of Gary","B960","Saint John Bosco School",51.3,0.5,87.3,0.5,NA,NA,NA,NA,NA,NA,69.3,"D",52,0.5,110.1,0.5,NA,NA,NA,NA,NA,NA,81.1,"B",0
"1697",9205,"Diocese of Gary","B965","Saint John The Baptist School",66.6,0.5,103.8,0.5,NA,NA,NA,NA,NA,NA,85.2,"B",65.6,0.5,100.6,0.5,NA,NA,NA,NA,NA,NA,83.1,"B",0
"1698",9205,"Diocese of Gary","B970","Bishop Noll Institute",NA,NA,NA,NA,49.7,0.2,102.4,0.2,100,0.6,90.4,"A",NA,NA,NA,NA,49.6,0.2,102.5,0.2,100,0.6,90.4,"A",0
"1699",9205,"Diocese of Gary","C025","Our Lady Of Grace School",77.2,0.5,111.3,0.5,NA,NA,NA,NA,NA,NA,94.3,"A",75.7,0.5,97.2,0.5,NA,NA,NA,NA,NA,NA,86.5,"B",0
"1700",9205,"Diocese of Gary","C060","Saint Thomas More School",73.4,0.5,95.8,0.5,NA,NA,NA,NA,NA,NA,84.6,"B",71,0.5,91.9,0.5,NA,NA,NA,NA,NA,NA,81.5,"B",0
"1701",9205,"Diocese of Gary","C120","Saint Stanislaus Kostka School",61.3,0.5,102,0.5,NA,NA,NA,NA,NA,NA,81.7,"B",63.7,0.5,103.4,0.5,NA,NA,NA,NA,NA,NA,83.6,"B",0
"1702",9205,"Diocese of Gary","C125","Marquette Catholic High School",NA,NA,NA,NA,57.5,0.2,120.9,0.2,101,0.6,96.3,"A",NA,NA,NA,NA,57.7,0.2,112.9,0.2,88.8,0.6,87.4,"B",0
"1703",9205,"Diocese of Gary","D050","Saint Patrick School",96,0.5,107.3,0.5,NA,NA,NA,NA,NA,NA,101.7,"A",99,0.5,120.5,0.5,NA,NA,NA,NA,NA,NA,109.8,"A",0
"1704",9205,"Diocese of Gary","D065","Nativity of Our Savior School",79.4,0.5,124,0.5,NA,NA,NA,NA,NA,NA,101.7,"A",74.1,0.5,111.5,0.5,NA,NA,NA,NA,NA,NA,92.8,"A",0
"1705",9210,"Diocese of Lafayette Catholic Sch","A470","Sacred Heart School",79.8,0.5,112.9,0.5,NA,NA,NA,NA,NA,NA,96.4,"A",80,0.5,117.9,0.5,NA,NA,NA,NA,NA,NA,99,"A",0
"1706",9210,"Diocese of Lafayette Catholic Sch","A790","Saint Lawrence School",86.6,0.5,100.4,0.5,NA,NA,NA,NA,NA,NA,93.5,"A",78.8,0.5,105.4,0.5,NA,NA,NA,NA,NA,NA,92.1,"A",0
"1707",9210,"Diocese of Lafayette Catholic Sch","A795","Saint Mary School",70.7,0.5,96.9,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",75.4,0.5,113.7,0.5,NA,NA,NA,NA,NA,NA,94.6,"A",0
"1708",9210,"Diocese of Lafayette Catholic Sch","B155","Saint Paul Parish School",72,0.5,95.6,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",68.2,0.5,82.8,0.5,NA,NA,NA,NA,NA,NA,75.5,"C",0
"1709",9210,"Diocese of Lafayette Catholic Sch","B215","Our Lady Of Mt Carmel School",93.2,0.5,104.2,0.5,NA,NA,NA,NA,NA,NA,98.7,"A",91.1,0.5,102,0.5,NA,NA,NA,NA,NA,NA,96.6,"A",0
"1710",9210,"Diocese of Lafayette Catholic Sch","B216","Saint Maria Goretti School",90.6,0.5,101.9,0.5,NA,NA,NA,NA,NA,NA,96.3,"A",93.3,0.5,108.8,0.5,NA,NA,NA,NA,NA,NA,101.1,"A",0
"1711",9210,"Diocese of Lafayette Catholic Sch","B227","Saint Louis de Montfort School",91.2,0.5,109.5,0.5,NA,NA,NA,NA,NA,NA,100.4,"A",92.9,0.5,116.7,0.5,NA,NA,NA,NA,NA,NA,104.8,"A",0
"1712",9210,"Diocese of Lafayette Catholic Sch","B246","Our Lady of Grace School",89.1,0.5,131,0.5,NA,NA,NA,NA,NA,NA,110.1,"A",85.3,0.5,109.5,0.5,NA,NA,NA,NA,NA,NA,97.4,"A",0
"1713",9210,"Diocese of Lafayette Catholic Sch","B249","Guerin Catholic High School",NA,NA,NA,NA,76.8,0.2,113.5,0.2,100,0.6,98.1,"A",NA,NA,NA,NA,82.7,0.2,119.7,0.2,100,0.6,100.5,"A",0
"1714",9210,"Diocese of Lafayette Catholic Sch","B395","Sts Joan of Arc & Patrick School",76.9,0.5,121,0.5,NA,NA,NA,NA,NA,NA,99,"A",76.9,0.5,105.8,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",0
"1715",9210,"Diocese of Lafayette Catholic Sch","B475","Saint Augustine School",83.7,0.5,81.8,0.5,NA,NA,NA,NA,NA,NA,82.8,"B",91.7,0.5,97.7,0.5,NA,NA,NA,NA,NA,NA,94.7,"A",0
"1716",9210,"Diocese of Lafayette Catholic Sch","C190","Saint Mary School",65.4,0.5,96.4,0.5,NA,NA,NA,NA,NA,NA,80.9,"B",55.7,0.5,87.6,0.5,NA,NA,NA,NA,NA,NA,71.7,"C",0
"1717",9210,"Diocese of Lafayette Catholic Sch","D415","Central Catholic Jr-Sr High School",85.2,0.164,109.4,0.164,85,0.134,128.7,0.134,100,0.43,100.9,"A",80,0.165,100.6,0.165,79.2,0.134,125,0.134,100,0.402,97.4,"A",0
"1718",9210,"Diocese of Lafayette Catholic Sch","D420","Saint Boniface School",56.2,0.5,104.8,0.5,NA,NA,NA,NA,NA,NA,80.5,"B",84.3,0.5,96.7,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",0
"1719",9210,"Diocese of Lafayette Catholic Sch","D425","Saint Lawrence Elementary School",77.4,0.5,99.4,0.5,NA,NA,NA,NA,NA,NA,88.4,"B",79.4,0.5,107,0.5,NA,NA,NA,NA,NA,NA,93.2,"A",0
"1720",9210,"Diocese of Lafayette Catholic Sch","D430","Saint Mary Cathedral School",86.6,0.5,104.8,0.5,NA,NA,NA,NA,NA,NA,95.7,"A",95.3,0.5,96.7,0.5,NA,NA,NA,NA,NA,NA,96,"A",0
"1721",9215,"Diocese of Evansville","A660","Washington Catholic Mid/High Sch",59.7,0.294,87,0.294,53.3,0.165,NA,NA,100,0.248,76.7,"C",45.7,0.316,79.3,0.316,52.3,0.147,NA,NA,100,0.221,69.3,"D",0
"1722",9215,"Diocese of Evansville","A665","Washington Catholic Elementary Sch",52.4,0.5,115.1,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",60.4,0.5,132.8,0.5,NA,NA,NA,NA,NA,NA,96.6,"A",0
"1723",9215,"Diocese of Evansville","B105","St Joseph School",80.2,0.5,115.7,0.5,NA,NA,NA,NA,NA,NA,98,"A",83,0.5,123.7,0.5,NA,NA,NA,NA,NA,NA,103.4,"A",0
"1724",9215,"Diocese of Evansville","B115","Holy Cross School",85,0.5,106.2,0.5,NA,NA,NA,NA,NA,NA,95.6,"A",82.3,0.5,96.5,0.5,NA,NA,NA,NA,NA,NA,89.4,"B",0
"1725",9215,"Diocese of Evansville","B120","Saint James School",78.4,0.5,105.9,0.5,NA,NA,NA,NA,NA,NA,92.2,"A",83.1,0.5,106.2,0.5,NA,NA,NA,NA,NA,NA,94.7,"A",0
"1726",9215,"Diocese of Evansville","B125","Saints Peter & Paul School",87.7,0.5,123.1,0.5,NA,NA,NA,NA,NA,NA,105.4,"A",89.2,0.5,117.5,0.5,NA,NA,NA,NA,NA,NA,103.4,"A",0
"1727",9215,"Diocese of Evansville","B560","Rivet Middle & High School",65.3,0.176,69.4,0.176,60,0.26,NA,NA,102.3,0.389,79.1,"C",64.2,0.204,97.8,0.204,66.7,0.118,114.8,0.118,100,0.355,90,"A",0
"1728",9215,"Diocese of Evansville","B565","Flaget Elementary School",87.1,0.5,101.6,0.5,NA,NA,NA,NA,NA,NA,94.4,"A",81.9,0.5,85.6,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",0
"1729",9215,"Diocese of Evansville","D095","St Matthew School",82,0.5,86.6,0.5,NA,NA,NA,NA,NA,NA,84.3,"B",80,0.5,92,0.5,NA,NA,NA,NA,NA,NA,86,"B",0
"1730",9215,"Diocese of Evansville","D100","St Philip School",93.6,0.5,121,0.5,NA,NA,NA,NA,NA,NA,107.3,"A",96.8,0.5,115.6,0.5,NA,NA,NA,NA,NA,NA,106.2,"A",0
"1731",9215,"Diocese of Evansville","D105","Saint Wendel School",98.2,0.5,119.6,0.5,NA,NA,NA,NA,NA,NA,108.9,"A",99,0.5,120,0.5,NA,NA,NA,NA,NA,NA,109.5,"A",0
"1732",9215,"Diocese of Evansville","D370","St Bernard Catholic School",77.8,0.5,116.3,0.5,NA,NA,NA,NA,NA,NA,97.1,"A",66.9,0.5,100,0.5,NA,NA,NA,NA,NA,NA,83.5,"B",0
"1733",9215,"Diocese of Evansville","D530","Mater Dei High School",NA,NA,NA,NA,74,0.2,112.7,0.2,100,0.6,97.3,"A",NA,NA,NA,NA,80.7,0.2,116.4,0.2,100,0.6,99.4,"A",0
"1734",9215,"Diocese of Evansville","D535","Reitz Memorial High School",NA,NA,NA,NA,65.2,0.2,91.7,0.2,100,0.6,91.4,"A",NA,NA,NA,NA,70.8,0.2,110.7,0.2,100,0.6,96.3,"A",0
"1735",9215,"Diocese of Evansville","D545","Annuc Cthlc Sch @ Christ the King",65.8,0.5,104.3,0.5,NA,NA,NA,NA,NA,NA,85.1,"B",78.8,0.5,121.4,0.5,NA,NA,NA,NA,NA,NA,100.1,"A",0
"1736",9215,"Diocese of Evansville","D550","Corpus Christi School",90.5,0.5,115.2,0.5,NA,NA,NA,NA,NA,NA,102.9,"A",85.6,0.5,98.6,0.5,NA,NA,NA,NA,NA,NA,92.1,"A",0
"1737",9215,"Diocese of Evansville","D555","Good Shepherd School",93.6,0.5,111,0.5,NA,NA,NA,NA,NA,NA,102.3,"A",90.7,0.5,100.3,0.5,NA,NA,NA,NA,NA,NA,95.5,"A",0
"1738",9215,"Diocese of Evansville","D560","Holy Redeemer School",67.9,0.5,105,0.5,NA,NA,NA,NA,NA,NA,86.5,"B",80.1,0.5,123,0.5,NA,NA,NA,NA,NA,NA,101.6,"A",0
"1739",9215,"Diocese of Evansville","D565","Holy Rosary School",87.8,0.5,102.4,0.5,NA,NA,NA,NA,NA,NA,95.1,"A",86.9,0.5,99.1,0.5,NA,NA,NA,NA,NA,NA,93,"A",0
"1740",9215,"Diocese of Evansville","D570","Annunciation Cthlc at Holy Spirit",62.9,0.5,85.5,0.5,NA,NA,NA,NA,NA,NA,74.2,"C",57,0.5,97.3,0.5,NA,NA,NA,NA,NA,NA,77.2,"C",0
"1741",9215,"Diocese of Evansville","D580","Westside Catholic School",63.8,0.5,104.4,0.5,NA,NA,NA,NA,NA,NA,84.1,"B",65.2,0.5,122.3,0.5,NA,NA,NA,NA,NA,NA,93.8,"A",0
"1742",9215,"Diocese of Evansville","D590","St Benedict Cathedral School",89.4,0.5,110.6,0.5,NA,NA,NA,NA,NA,NA,100,"A",91.5,0.5,109.2,0.5,NA,NA,NA,NA,NA,NA,100.4,"A",0
"1743",9215,"Diocese of Evansville","D605","Saint Joseph School",84.7,0.5,112.9,0.5,NA,NA,NA,NA,NA,NA,98.8,"A",82.5,0.5,107.6,0.5,NA,NA,NA,NA,NA,NA,95.1,"A",0
"1744",9215,"Diocese of Evansville","D610","Resurrection School",89.6,0.5,110.7,0.5,NA,NA,NA,NA,NA,NA,100.2,"A",88,0.5,104.4,0.5,NA,NA,NA,NA,NA,NA,96.2,"A",0
"1745",9215,"Diocese of Evansville","D815","Saint John The Baptist School",92.1,0.5,125.9,0.5,NA,NA,NA,NA,NA,NA,109,"A",93.9,0.5,121.7,0.5,NA,NA,NA,NA,NA,NA,107.8,"A",0
"1746",9220,"Diocese of Fort Wayne - South Bend","A035","Saint Joseph School",68.5,0.5,113.4,0.5,NA,NA,NA,NA,NA,NA,91,"A",67.3,0.5,106,0.5,NA,NA,NA,NA,NA,NA,86.7,"B",0
"1747",9220,"Diocese of Fort Wayne - South Bend","A104","Saint Elizabeth Seton Catholic Sch",72.1,0.5,101.3,0.5,NA,NA,NA,NA,NA,NA,86.7,"B",79.9,0.5,112.1,0.5,NA,NA,NA,NA,NA,NA,96,"A",0
"1748",9220,"Diocese of Fort Wayne - South Bend","A120","Bishop Dwenger High School",NA,NA,NA,NA,73.3,0.2,126.2,0.2,100,0.6,99.9,"A",NA,NA,NA,NA,68.8,0.2,129.8,0.2,100.2,0.6,99.8,"A",0
"1749",9220,"Diocese of Fort Wayne - South Bend","A125","Bishop Luers High School",NA,NA,NA,NA,49.5,0.2,114.1,0.2,100.4,0.6,93,"A",NA,NA,NA,NA,46.2,0.2,109.3,0.2,100,0.6,91.1,"A",0
"1750",9220,"Diocese of Fort Wayne - South Bend","A130","Most Precious Blood School",57.2,0.5,81.1,0.5,NA,NA,NA,NA,NA,NA,69.2,"D",65.5,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,83,"B",0
"1751",9220,"Diocese of Fort Wayne - South Bend","A135","Queen Of Angels School",58.8,0.5,93.5,0.5,NA,NA,NA,NA,NA,NA,76.2,"C",61.7,0.5,112.7,0.5,NA,NA,NA,NA,NA,NA,87.2,"B",0
"1752",9220,"Diocese of Fort Wayne - South Bend","A145","Saint Charles Borromeo School",79,0.5,88.8,0.5,NA,NA,NA,NA,NA,NA,83.9,"B",77,0.5,92.3,0.5,NA,NA,NA,NA,NA,NA,84.7,"B",0
"1753",9220,"Diocese of Fort Wayne - South Bend","A150","Saint John The Baptist School",77.6,0.5,121.6,0.5,NA,NA,NA,NA,NA,NA,99.6,"A",72.9,0.5,109.9,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",0
"1754",9220,"Diocese of Fort Wayne - South Bend","A155","Saint Joseph Catholic School",46.3,0.5,102.6,0.5,NA,NA,NA,NA,NA,NA,74.5,"C",56.6,0.5,124.3,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",0
"1755",9220,"Diocese of Fort Wayne - South Bend","A160","Saint Jude Elementary School",79,0.5,108.3,0.5,NA,NA,NA,NA,NA,NA,93.7,"A",74.5,0.5,95.7,0.5,NA,NA,NA,NA,NA,NA,85.1,"B",0
"1756",9220,"Diocese of Fort Wayne - South Bend","A175","Saint Therese School",60.3,0.5,88.9,0.5,NA,NA,NA,NA,NA,NA,74.6,"C",56.4,0.5,86.3,0.5,NA,NA,NA,NA,NA,NA,71.4,"C",0
"1757",9220,"Diocese of Fort Wayne - South Bend","A180","Saint Vincent DePaul School",84.3,0.5,101.7,0.5,NA,NA,NA,NA,NA,NA,93,"A",85.6,0.5,107.2,0.5,NA,NA,NA,NA,NA,NA,96.4,"A",0
"1758",9220,"Diocese of Fort Wayne - South Bend","A270","Saint Aloysius Catholic School",75.8,0.5,124.7,0.5,NA,NA,NA,NA,NA,NA,100.3,"A",72.4,0.5,102.8,0.5,NA,NA,NA,NA,NA,NA,87.6,"B",0
"1759",9220,"Diocese of Fort Wayne - South Bend","A340","Saint Rose of Lima School",66.2,0.5,108.4,0.5,NA,NA,NA,NA,NA,NA,87.3,"B",68.7,0.5,87.2,0.5,NA,NA,NA,NA,NA,NA,78,"C",0
"1760",9220,"Diocese of Fort Wayne - South Bend","A350","St Joseph Hessen Cassel Cath Sch",74,0.5,108.9,0.5,NA,NA,NA,NA,NA,NA,91.5,"A",87.9,0.5,121.8,0.5,NA,NA,NA,NA,NA,NA,104.9,"A",0
"1761",9220,"Diocese of Fort Wayne - South Bend","A355","Saint John The Baptist Catholic ",72.9,0.5,103.2,0.5,NA,NA,NA,NA,NA,NA,88.1,"B",73.6,0.5,112.1,0.5,NA,NA,NA,NA,NA,NA,92.9,"A",0
"1762",9220,"Diocese of Fort Wayne - South Bend","A360","Saint Louis Besancon Catholic Sch",56.1,0.5,121.4,0.5,NA,NA,NA,NA,NA,NA,88.8,"B",70.3,0.5,103.3,0.5,NA,NA,NA,NA,NA,NA,86.8,"B",0
"1763",9220,"Diocese of Fort Wayne - South Bend","A735","Saint Joseph School",92.5,0.5,127.5,0.5,NA,NA,NA,NA,NA,NA,110,"A",89.5,0.5,127.4,0.5,NA,NA,NA,NA,NA,NA,108.5,"A",0
"1764",9220,"Diocese of Fort Wayne - South Bend","A975","St Thomas The Apostle School",86.7,0.5,103.7,0.5,NA,NA,NA,NA,NA,NA,95.2,"A",80.4,0.5,83.5,0.5,NA,NA,NA,NA,NA,NA,82,"B",0
"1765",9220,"Diocese of Fort Wayne - South Bend","A980","St Vincent de Paul School",52.1,0.5,100.2,0.5,NA,NA,NA,NA,NA,NA,76.2,"C",52.6,0.5,80.9,0.5,NA,NA,NA,NA,NA,NA,66.8,"D",0
"1766",9220,"Diocese of Fort Wayne - South Bend","B020","St John Evangelist School",60.2,0.5,86.9,0.5,NA,NA,NA,NA,NA,NA,73.6,"C",68,0.5,89.8,0.5,NA,NA,NA,NA,NA,NA,78.9,"C",0
"1767",9220,"Diocese of Fort Wayne - South Bend","B418","Huntington Catholic School",64.5,0.5,96.2,0.5,NA,NA,NA,NA,NA,NA,80.4,"B",60.6,0.5,92.7,0.5,NA,NA,NA,NA,NA,NA,76.7,"C",0
"1768",9220,"Diocese of Fort Wayne - South Bend","B605","Sacred Heart School",83.3,0.5,90,0.5,NA,NA,NA,NA,NA,NA,86.7,"B",82.5,0.5,90.4,0.5,NA,NA,NA,NA,NA,NA,86.5,"B",0
"1769",9220,"Diocese of Fort Wayne - South Bend","C855","Saint Michael School",83.4,0.5,106.5,0.5,NA,NA,NA,NA,NA,NA,95,"A",78.4,0.5,104,0.5,NA,NA,NA,NA,NA,NA,91.2,"A",0
"1770",9220,"Diocese of Fort Wayne - South Bend","C980","Saint Mary Elementary School",75,0.5,107.9,0.5,NA,NA,NA,NA,NA,NA,91.5,"A",84.8,0.5,104.4,0.5,NA,NA,NA,NA,NA,NA,94.6,"A",0
"1771",9220,"Diocese of Fort Wayne - South Bend","D164","St Pius X Catholic School",92.1,0.5,97.8,0.5,NA,NA,NA,NA,NA,NA,95,"A",90.5,0.5,99,0.5,NA,NA,NA,NA,NA,NA,94.8,"A",0
"1772",9220,"Diocese of Fort Wayne - South Bend","D165","Marian High School",NA,NA,NA,NA,61.3,0.2,116,0.2,100,0.6,95.5,"A",NA,NA,NA,NA,65.7,0.2,126,0.2,100,0.6,98.3,"A",0
"1773",9220,"Diocese of Fort Wayne - South Bend","D177","Mishawaka Catholic School",75.5,0.5,122,0.5,NA,NA,NA,NA,NA,NA,98.8,"A",68.5,0.5,102.8,0.5,NA,NA,NA,NA,NA,NA,85.7,"B",0
"1774",9220,"Diocese of Fort Wayne - South Bend","D198","Queen of Peace School",83.8,0.5,104.3,0.5,NA,NA,NA,NA,NA,NA,94.1,"A",82.5,0.5,94,0.5,NA,NA,NA,NA,NA,NA,88.3,"B",0
"1775",9220,"Diocese of Fort Wayne - South Bend","D230","Christ The King School",85.3,0.5,102.7,0.5,NA,NA,NA,NA,NA,NA,94,"A",83.9,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,90.9,"A",0
"1776",9220,"Diocese of Fort Wayne - South Bend","D235","Corpus Christi School",81.4,0.5,107.1,0.5,NA,NA,NA,NA,NA,NA,94.3,"A",78.6,0.5,117.8,0.5,NA,NA,NA,NA,NA,NA,98.2,"A",0
"1777",9220,"Diocese of Fort Wayne - South Bend","D240","Holy Cross School",53.1,0.5,98.4,0.5,NA,NA,NA,NA,NA,NA,75.8,"C",59.9,0.5,113.9,0.5,NA,NA,NA,NA,NA,NA,86.9,"B",0
"1778",9220,"Diocese of Fort Wayne - South Bend","D245","Holy Family School",61.7,0.5,99.7,0.5,NA,NA,NA,NA,NA,NA,80.7,"B",61,0.5,90.3,0.5,NA,NA,NA,NA,NA,NA,75.7,"C",0
"1779",9220,"Diocese of Fort Wayne - South Bend","D250","Our Lady Of Hungary School",65.3,0.5,121.2,0.5,NA,NA,NA,NA,NA,NA,93.3,"A",60.2,0.5,102.9,0.5,NA,NA,NA,NA,NA,NA,81.6,"B",0
"1780",9220,"Diocese of Fort Wayne - South Bend","D255","Saint Adalbert School",62.9,0.5,106.9,0.5,NA,NA,NA,NA,NA,NA,84.9,"B",67.3,0.5,124.4,0.5,NA,NA,NA,NA,NA,NA,95.9,"A",0
"1781",9220,"Diocese of Fort Wayne - South Bend","D260","Saint Anthony De Padua School",79.7,0.5,109.1,0.5,NA,NA,NA,NA,NA,NA,94.4,"A",82.8,0.5,109.2,0.5,NA,NA,NA,NA,NA,NA,96,"A",0
